(2, 55348787, 0, 0, 200.4904)
(2, 55378056, 0, 1, 0.0092)
(2, 55429208, 0, 2, 0.0705)
(2, 55526316, 0, 3, 0.0705)
(2, 55617802, 0, 4, 0.0092)
(2, 55724803, 0, 5, 0.0705)
(2, 55876145, 0, 6, 0.0705)
(2, 56030974, 0, 7, -75.7576)
(2, 56169825, 0, 8, 0.0705)
(2, 56221320, 0, 9, -129.9468)
(1, 56322371, 0, 10, 0.0705)
(1, 56403052, 1, 10, -999.9295)
(1, 56471221, 2, 10, -1006.427)
(1, 56543927, 3, 10, -1088.018)
(1, 56659220, 4, 10, -999.5617)
(1, 56718314, 5, 10, -1118.484)
(1, 56805701, 6, 10, -999.9295)
(1, 56930054, 7, 10, -999.9295)
(1, 57084535, 8, 10, -1066.624)
(1, 57215529, 9, 10, -999.8069)
(2, 57368236, 10, 10, -999.7456)
(2, 57523567, 10, 11, -46.824)
(2, 57677451, 10, 12, 0.0092)
(2, 57797481, 10, 13, 0.0092)
(2, 57943545, 10, 14, -15.2545)
(2, 58030432, 10, 15, 0.0705)
(2, 58158790, 10, 16, -0.7877)
(1, 58314803, 10, 17, -24.6334)
(1, 58446952, 11, 17, -999.8682)
(1, 58588254, 12, 17, -999.7456)
(1, 58687454, 13, 17, -999.9908)
(1, 58781026, 14, 17, -999.9908)
(1, 58936288, 15, 17, -1011.331)
(1, 59019461, 16, 17, -999.8069)
(1, 59059895, 17, 17, -999.5617)
(1, 59134599, 18, 17, -1115.296)
(2, 59195778, 19, 17, -999.9908)
(2, 59351231, 19, 18, -34.7479)
