Item1.Item1.Id,Item1.Item1.Duration,Item1.Item1.Size,Item1.Item1.Colour1,Item1.Item1.Colour2,Item1.Item1.numDots1,Item1.Item1.numDots2,Item1.Item1.dotLifeBool,Item1.Item1.dotLifetime,Item1.Item1.Contrast1,Item1.Item1.Contrast2,Item1.Item1.VelX1,Item1.Item1.VelX2,Item1.Item1.VelY1,Item1.Item1.VelY2,Item1.Item1.Coherence1,Item1.Item1.Coherence2,Item1.Item2,Item2
1,1,2,0,1,573,573,0,1,1,1,16,16,0,0,100,100,17:24:59.2748800,43959
3,1,2,0,1,573,573,0,1,1,1,64,64,0,0,100,100,17:25:01.2998016,45987
0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,17:25:03.2979840,47995
2,1,2,0,1,573,573,0,1,1,1,32,32,0,0,100,100,17:25:05.2982016,49993
5,1,2,0,1,573,573,0,1,1,1,256,256,0,0,100,100,17:25:07.2984320,52000
0,1,2,0,1,573,573,0,1,1,1,0,0,0,0,100,100,17:25:09.2986752,54008
4,1,2,0,1,573,573,0,1,1,1,128,128,0,0,100,100,17:25:11.2989440,56016
1,1,2,0,1,573,573,0,1,1,1,16,16,0,0,100,100,17:25:13.3005568,58024
2,1,2,0,1,573,573,0,1,1,1,32,32,0,0,100,100,17:25:15.2994432,60032
4,1,2,0,1,573,573,0,1,1,1,128,128,0,0,100,100,17:25:17.2997376,62030
0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,17:25:19.2999680,64038
0,1,2,0,1,573,573,0,1,1,1,0,0,0,0,100,100,17:25:21.3006208,66046
3,1,2,0,1,573,573,0,1,1,1,64,64,0,0,100,100,17:25:23.3004416,68054
5,1,2,0,1,573,573,0,1,1,1,256,256,0,0,100,100,17:25:25.3006848,70051
2,1,2,0,1,573,573,0,1,1,1,32,32,0,0,100,100,17:25:27.3021440,72059
0,1,2,0,1,573,573,0,1,1,1,0,0,0,0,100,100,17:25:29.3011840,74067
0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,17:25:31.3014272,76075
4,1,2,0,1,573,573,0,1,1,1,128,128,0,0,100,100,17:25:33.3017088,78082
5,1,2,0,1,573,573,0,1,1,1,256,256,0,0,100,100,17:25:35.3019136,80080
1,1,2,0,1,573,573,0,1,1,1,16,16,0,0,100,100,17:25:37.3021696,82088
